GO.ID	Term	Annotated	Significant	Expected	classicFisher	commun
GO:0000209	protein polyubiquitination	190	40	16.4	7.8e-08	6
GO:0044839	cell cycle G2/M phase transition	155	35	13.38	8.3e-08	6
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	281	52	24.26	8.4e-08	6
GO:0016925	protein sumoylation	109	28	9.41	9.5e-08	6
GO:0009894	regulation of catabolic process	356	61	30.73	1.2e-07	6
GO:0018205	peptidyl-lysine modification	316	56	27.28	1.2e-07	6
GO:0071897	DNA biosynthetic process	158	35	13.64	1.4e-07	6
GO:0006310	DNA recombination	194	40	16.75	1.4e-07	6
GO:0000075	cell cycle checkpoint	187	39	16.14	1.5e-07	6
GO:1901564	organonitrogen compound metabolic process	1439	177	124.21	1.5e-07	6
GO:0050851	antigen receptor-mediated signaling pathway	132	31	11.39	1.8e-07	6
GO:0006997	nucleus organization	106	27	9.15	1.9e-07	6
GO:0043632	modification-dependent macromolecule catabolic process	421	68	36.34	2.2e-07	6
GO:0051297	centrosome organization	88	24	7.6	2.3e-07	6
GO:0006301	postreplication repair	43	16	3.71	2.3e-07	6
GO:0070925	organelle assembly	414	67	35.74	2.6e-07	6
GO:0010498	proteasomal protein catabolic process	300	53	25.9	3.0e-07	6
GO:0032481	positive regulation of type I interferon production	49	17	4.23	3.2e-07	6
GO:0090307	mitotic spindle assembly	44	16	3.8	3.4e-07	6
GO:0051347	positive regulation of transferase activity	426	68	36.77	3.5e-07	6
GO:0000226	microtubule cytoskeleton organization	278	50	24	3.7e-07	6
GO:0000722	telomere maintenance via recombination	30	13	2.59	4.0e-07	6
GO:0031047	gene silencing by RNA	130	30	11.22	4.3e-07	6
GO:0032200	telomere organization	130	30	11.22	4.3e-07	6
GO:0000731	DNA synthesis involved in DNA repair	61	19	5.27	4.5e-07	6
GO:1902850	microtubule cytoskeleton organization involved in mitosis	45	16	3.88	4.8e-07	6
GO:0090090	negative regulation of canonical Wnt signaling pathway	124	29	10.7	4.9e-07	6
GO:0010501	RNA secondary structure unwinding	40	15	3.45	5.0e-07	6
GO:0006367	transcription initiation from RNA polymerase II promoter	152	33	13.12	5.1e-07	6
GO:0046782	regulation of viral transcription	56	18	4.83	5.3e-07	6
GO:0019941	modification-dependent protein catabolic process	414	66	35.74	5.6e-07	6
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	57	18	4.92	7.2e-07	6
GO:0038093	Fc receptor signaling pathway	147	32	12.69	7.2e-07	6
GO:0050684	regulation of mRNA processing	81	22	6.99	8.0e-07	6
GO:0007088	regulation of mitotic nuclear division	120	28	10.36	8.1e-07	6
GO:0006511	ubiquitin-dependent protein catabolic process	409	64	35.3	1.6e-06	6
GO:0051338	regulation of transferase activity	623	88	53.78	1.7e-06	6
GO:0032479	regulation of type I interferon production	78	21	6.73	1.7e-06	6
GO:0032606	type I interferon production	78	21	6.73	1.7e-06	6
GO:0051783	regulation of nuclear division	132	29	11.39	1.9e-06	6
GO:0006417	regulation of translation	271	47	23.39	2.4e-06	6
GO:0006998	nuclear envelope organization	68	19	5.87	2.8e-06	6
GO:1903311	regulation of mRNA metabolic process	107	25	9.24	3.1e-06	6
GO:0006312	mitotic recombination	40	14	3.45	3.1e-06	6
GO:0051603	proteolysis involved in cellular protein catabolic process	453	68	39.1	3.4e-06	6
GO:0051983	regulation of chromosome segregation	75	20	6.47	3.5e-06	6
GO:0007093	mitotic cell cycle checkpoint	129	28	11.13	3.8e-06	6
GO:0017038	protein import	227	41	19.59	3.8e-06	6
GO:0051306	mitotic sister chromatid separation	46	15	3.97	3.9e-06	6
GO:0030178	negative regulation of Wnt signaling pathway	144	30	12.43	4.1e-06	6
GO:0071356	cellular response to tumor necrosis factor	168	33	14.5	5.4e-06	6
GO:1901796	regulation of signal transduction by p53 class mediator	139	29	12	5.8e-06	6
GO:0043086	negative regulation of catalytic activity	487	71	42.04	5.9e-06	6
GO:0071103	DNA conformation change	223	40	19.25	5.9e-06	6
GO:0034612	response to tumor necrosis factor	177	34	15.28	6.5e-06	6
GO:0006378	mRNA polyadenylation	32	12	2.76	7.0e-06	6
GO:0043631	RNA polyadenylation	32	12	2.76	7.0e-06	6
GO:0051052	regulation of DNA metabolic process	265	45	22.87	7.1e-06	6
GO:0010948	negative regulation of cell cycle process	194	36	16.75	7.9e-06	6
GO:0034504	protein localization to nucleus	251	43	21.67	9.0e-06	6
GO:0000460	maturation of 5.8S rRNA	33	12	2.85	1.0e-05	6
GO:0044786	cell cycle DNA replication	33	12	2.85	1.0e-05	6
GO:0051031	tRNA transport	33	12	2.85	1.0e-05	6
GO:0043902	positive regulation of multi-organism process	107	24	9.24	1.0e-05	6
GO:0034248	regulation of cellular amide metabolic process	287	47	24.77	1.2e-05	6
GO:0051304	chromosome separation	62	17	5.35	1.2e-05	6
GO:0016567	protein ubiquitination	535	75	46.18	1.3e-05	6
GO:0033554	cellular response to stress	1223	146	105.57	1.4e-05	6
GO:0009408	response to heat	109	24	9.41	1.4e-05	6
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	45	14	3.88	1.5e-05	6
GO:0010965	regulation of mitotic sister chromatid separation	45	14	3.88	1.5e-05	6
GO:0044784	metaphase/anaphase transition of cell cycle	45	14	3.88	1.5e-05	6
GO:0044257	cellular protein catabolic process	473	68	40.83	1.5e-05	6
GO:0030163	protein catabolic process	547	76	47.22	1.6e-05	6
GO:0008033	tRNA processing	96	22	8.29	1.7e-05	6
GO:0031570	DNA integrity checkpoint	132	27	11.39	1.8e-05	6
GO:0042769	DNA damage response, detection of DNA damage	35	12	3.02	2.0e-05	6
GO:0001824	blastocyst development	52	15	4.49	2.1e-05	6
GO:0007017	microtubule-based process	398	59	34.35	2.3e-05	6
GO:0002758	innate immune response-activating signal transduction	164	31	14.16	2.3e-05	6
GO:2000027	regulation of organ morphogenesis	164	31	14.16	2.3e-05	6
GO:0045930	negative regulation of mitotic cell cycle	172	32	14.85	2.4e-05	6
GO:0030162	regulation of proteolysis	427	62	36.86	2.7e-05	6
GO:0045089	positive regulation of innate immune response	190	34	16.4	3.1e-05	6
GO:0006409	tRNA export from nucleus	31	11	2.68	3.1e-05	6
GO:0071431	tRNA-containing ribonucleoprotein complex export from nucleus	31	11	2.68	3.1e-05	6
GO:0033045	regulation of sister chromatid segregation	60	16	5.18	3.3e-05	6
GO:0002218	activation of innate immune response	167	31	14.41	3.3e-05	6
GO:1903900	regulation of viral life cycle	122	25	10.53	3.5e-05	6
GO:0090329	regulation of DNA-dependent DNA replication	37	12	3.19	3.8e-05	6
GO:0032269	negative regulation of cellular protein metabolic process	636	84	54.9	3.9e-05	6
GO:0030071	regulation of mitotic metaphase/anaphase transition	43	13	3.71	4.2e-05	6
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	43	13	3.71	4.2e-05	6
GO:0042180	cellular ketone metabolic process	146	28	12.6	4.3e-05	6
GO:0002429	immune response-activating cell surface receptor signaling pathway	195	34	16.83	5.4e-05	6
GO:0043967	histone H4 acetylation	56	15	4.83	5.4e-05	6
GO:0030397	membrane disassembly	44	13	3.8	5.6e-05	6
GO:0051081	nuclear envelope disassembly	44	13	3.8	5.6e-05	6
GO:0045786	negative regulation of cell cycle	348	52	30.04	5.6e-05	6
GO:0006275	regulation of DNA replication	90	20	7.77	6.3e-05	6
GO:0051171	regulation of nitrogen compound metabolic process	2876	297	248.25	7.0e-05	6
GO:0034605	cellular response to heat	84	19	7.25	7.4e-05	6
GO:0071824	protein-DNA complex subunit organization	207	35	17.87	8.0e-05	6
GO:0045815	positive regulation of gene expression, epigenetic	71	17	6.13	8.3e-05	6
GO:0006606	protein import into nucleus	183	32	15.8	8.3e-05	6
GO:0044744	protein targeting to nucleus	183	32	15.8	8.3e-05	6
GO:0065004	protein-DNA complex assembly	183	32	15.8	8.3e-05	6
GO:1902593	single-organism nuclear import	183	32	15.8	8.3e-05	6
GO:0060828	regulation of canonical Wnt signaling pathway	175	31	15.11	8.4e-05	6
GO:0006888	ER to Golgi vesicle-mediated transport	130	25	11.22	0.00010	6
GO:0033047	regulation of mitotic sister chromatid segregation	53	14	4.57	0.00011	6
GO:0048024	regulation of mRNA splicing, via spliceosome	53	14	4.57	0.00011	6
GO:0007077	mitotic nuclear envelope disassembly	41	12	3.54	0.00012	6
GO:0044766	multi-organism transport	60	15	5.18	0.00013	6
GO:1902579	multi-organism localization	60	15	5.18	0.00013	6
GO:2001251	negative regulation of chromosome organization	61	15	5.27	0.00016	6
GO:0051248	negative regulation of protein metabolic process	672	85	58	0.00016	6
GO:0043484	regulation of RNA splicing	82	18	7.08	0.00017	6
GO:0075733	intracellular transport of virus	55	14	4.75	0.00017	6
GO:0072331	signal transduction by p53 class mediator	207	34	17.87	0.00018	6
GO:0010468	regulation of gene expression	2844	291	245.49	0.00018	6
GO:1902581	multi-organism cellular localization	56	14	4.83	0.00021	6
GO:1902583	multi-organism intracellular transport	56	14	4.83	0.00021	6
GO:0032268	regulation of cellular protein metabolic process	1472	163	127.06	0.00024	6
GO:0006296	nucleotide-excision repair, DNA incision, 5'-to lesion	38	11	3.28	0.00025	6
GO:0006626	protein targeting to mitochondrion	122	23	10.53	0.00026	6
GO:0002768	immune response-regulating cell surface receptor signaling pathway	212	34	18.3	0.00029	6
GO:0007004	telomere maintenance via telomerase	51	13	4.4	0.00029	6
GO:0016458	gene silencing	196	32	16.92	0.00031	6
GO:0046794	transport of virus	58	14	5.01	0.00032	6
GO:0033683	nucleotide-excision repair, DNA incision	39	11	3.37	0.00033	6
GO:0007098	centrosome cycle	65	15	5.61	0.00033	6
GO:0030111	regulation of Wnt signaling pathway	223	35	19.25	0.00036	6
GO:0034502	protein localization to chromosome	59	14	5.09	0.00038	6
GO:0045088	regulation of innate immune response	224	35	19.33	0.00039	6
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	66	15	5.7	0.00039	6
GO:0006890	retrograde vesicle-mediated transport, Golgi to ER	66	15	5.7	0.00039	6
GO:1900034	regulation of cellular response to heat	66	15	5.7	0.00039	6
GO:0000724	double-strand break repair via homologous recombination	73	16	6.3	0.00040	6
GO:0006278	RNA-dependent DNA biosynthetic process	53	13	4.57	0.00043	6
GO:0000725	recombinational repair	74	16	6.39	0.00047	6
GO:0032210	regulation of telomere maintenance via telomerase	41	11	3.54	0.00052	6
GO:0044092	negative regulation of molecular function	657	81	56.71	0.00053	6
GO:1902589	single-organism organelle organization	1052	120	90.81	0.00061	6
GO:1901988	negative regulation of cell cycle phase transition	137	24	11.83	0.00061	6
GO:0010604	positive regulation of macromolecule metabolic process	1897	200	163.74	0.00066	6
GO:0060070	canonical Wnt signaling pathway	214	33	18.47	0.00072	6
GO:0010833	telomere maintenance via telomere lengthening	56	13	4.83	0.00077	6
GO:0000077	DNA damage checkpoint	124	22	10.7	0.00085	6
GO:0007080	mitotic metaphase plate congression	37	10	3.19	0.00088	6
GO:0032204	regulation of telomere maintenance	64	14	5.52	0.00092	6
GO:0009266	response to temperature stimulus	141	24	12.17	0.00093	6
GO:0006396	RNA processing	782	255	64.12	< 1e-30	7
GO:0016071	mRNA metabolic process	577	203	47.31	< 1e-30	7
GO:0022613	ribonucleoprotein complex biogenesis	417	168	34.19	< 1e-30	7
GO:0034641	cellular nitrogen compound metabolic process	4307	582	353.13	< 1e-30	7
GO:0034660	ncRNA metabolic process	501	175	41.08	< 1e-30	7
GO:0006807	nitrogen compound metabolic process	4524	585	370.92	< 1e-30	7
GO:0042254	ribosome biogenesis	292	121	23.94	< 1e-30	7
GO:0006139	nucleobase-containing compound metabolic process	3865	518	316.89	< 1e-30	7
GO:0090304	nucleic acid metabolic process	3499	486	286.88	< 1e-30	7
GO:0010467	gene expression	3614	495	296.31	< 1e-30	7
GO:0016072	rRNA metabolic process	244	106	20.01	< 1e-30	7
GO:0006364	rRNA processing	240	105	19.68	< 1e-30	7
GO:0000375	RNA splicing, via transesterification reactions	273	111	22.38	< 1e-30	7
GO:0046483	heterocycle metabolic process	3933	518	322.47	< 1e-30	7
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	268	109	21.97	< 1e-30	7
GO:0000398	mRNA splicing, via spliceosome	268	109	21.97	< 1e-30	7
GO:0034470	ncRNA processing	357	126	29.27	< 1e-30	7
GO:0006725	cellular aromatic compound metabolic process	3964	518	325.01	< 1e-30	7
GO:0008380	RNA splicing	347	123	28.45	< 1e-30	7
GO:1901360	organic cyclic compound metabolic process	4056	522	332.55	< 1e-30	7
GO:0006397	mRNA processing	408	132	33.45	< 1e-30	7
GO:0044260	cellular macromolecule metabolic process	5246	605	430.12	< 1e-30	7
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	114	67	9.35	< 1e-30	7
GO:0006412	translation	558	151	45.75	< 1e-30	7
GO:0006413	translational initiation	167	80	13.69	< 1e-30	7
GO:0019080	viral gene expression	179	82	14.68	< 1e-30	7
GO:0044033	multi-organism metabolic process	194	85	15.91	< 1e-30	7
GO:0043043	peptide biosynthetic process	573	151	46.98	< 1e-30	7
GO:0019083	viral transcription	168	78	13.77	< 1e-30	7
GO:0016070	RNA metabolic process	3168	428	259.75	< 1e-30	7
GO:0000956	nuclear-transcribed mRNA catabolic process	187	80	15.33	< 1e-30	7
GO:0043170	macromolecule metabolic process	5522	613	452.75	< 1e-30	7
GO:0043604	amide biosynthetic process	612	151	50.18	< 1e-30	7
GO:0006402	mRNA catabolic process	200	82	16.4	< 1e-30	7
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	93	56	7.63	< 1e-30	7
GO:0006518	peptide metabolic process	651	154	53.38	< 1e-30	7
GO:0006401	RNA catabolic process	223	85	18.28	< 1e-30	7
GO:1903047	mitotic cell cycle process	726	164	59.52	< 1e-30	7
GO:0000278	mitotic cell cycle	774	170	63.46	< 1e-30	7
GO:0006613	cotranslational protein targeting to membrane	98	56	8.04	< 1e-30	7
GO:0045047	protein targeting to ER	99	56	8.12	< 1e-30	7
GO:0072599	establishment of protein localization to endoplasmic reticulum	103	56	8.44	< 1e-30	7
GO:0044085	cellular component biogenesis	1949	300	159.8	< 1e-30	7
GO:0044238	primary metabolic process	6122	644	501.94	< 1e-30	7
GO:0071840	cellular component organization or biogenesis	3986	485	326.81	< 1e-30	7
GO:0044237	cellular metabolic process	6166	646	505.55	< 1e-30	7
GO:0070972	protein localization to endoplasmic reticulum	115	58	9.43	< 1e-30	7
GO:0034655	nucleobase-containing compound catabolic process	284	90	23.29	< 1e-30	7
GO:0016032	viral process	690	150	56.57	< 1e-30	7
GO:0044764	multi-organism cellular process	693	150	56.82	< 1e-30	7
GO:0022402	cell cycle process	1018	190	83.47	1.6e-30	7
GO:0044403	symbiosis, encompassing mutualism through parasitism	707	151	57.97	1.9e-30	7
GO:0044419	interspecies interaction between organisms	707	151	57.97	1.9e-30	7
GO:0043603	cellular amide metabolic process	732	154	60.02	2.6e-30	7
GO:0019058	viral life cycle	349	99	28.61	5.1e-30	7
GO:0046700	heterocycle catabolic process	298	90	24.43	1.5e-29	7
GO:0072594	establishment of protein localization to organelle	508	122	41.65	2.1e-29	7
GO:0022618	ribonucleoprotein complex assembly	183	69	15	2.5e-29	7
GO:0044270	cellular nitrogen compound catabolic process	300	90	24.6	2.6e-29	7
GO:0046907	intracellular transport	1118	199	91.67	3.3e-29	7
GO:0019439	aromatic compound catabolic process	303	90	24.84	6.1e-29	7
GO:0071704	organic substance metabolic process	6330	646	519	2.3e-28	7
GO:0071826	ribonucleoprotein complex subunit organization	189	69	15.5	2.5e-28	7
GO:1901361	organic cyclic compound catabolic process	314	90	25.74	1.2e-27	7
GO:0033365	protein localization to organelle	686	143	56.25	1.4e-27	7
GO:0007049	cell cycle	1264	212	103.64	1.4e-27	7
GO:0044265	cellular macromolecule catabolic process	715	146	58.62	3.3e-27	7
GO:0044772	mitotic cell cycle phase transition	420	105	34.44	8.6e-27	7
GO:0044770	cell cycle phase transition	441	108	36.16	9.5e-27	7
GO:0008152	metabolic process	6499	652	532.85	4.4e-26	7
GO:0051276	chromosome organization	513	117	42.06	5.0e-26	7
GO:0006605	protein targeting	509	115	41.73	3.3e-25	7
GO:0031145	anaphase-promoting complex-dependent catabolic process	74	40	6.07	1.3e-24	7
GO:0009057	macromolecule catabolic process	844	156	69.2	3.2e-24	7
GO:0006612	protein targeting to membrane	151	56	12.38	1.5e-23	7
GO:0051439	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	71	38	5.82	3.0e-23	7
GO:0016043	cellular component organization	3860	446	316.48	3.9e-23	7
GO:0051437	positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	72	38	5.9	5.9e-23	7
GO:1904667	negative regulation of ubiquitin protein ligase activity	72	38	5.9	5.9e-23	7
GO:1901566	organonitrogen compound biosynthetic process	958	166	78.55	1.2e-22	7
GO:0006886	intracellular protein transport	718	137	58.87	1.7e-22	7
GO:0051436	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	70	37	5.74	2.1e-22	7
GO:0034645	cellular macromolecule biosynthetic process	3361	401	275.57	2.3e-22	7
GO:1901564	organonitrogen compound metabolic process	1439	218	117.98	3.2e-22	7
GO:0009059	macromolecule biosynthetic process	3447	407	282.62	6.9e-22	7
GO:1904666	regulation of ubiquitin protein ligase activity	80	39	6.56	7.1e-22	7
GO:0051444	negative regulation of ubiquitin-protein transferase activity	76	38	6.23	7.5e-22	7
GO:1904668	positive regulation of ubiquitin protein ligase activity	76	38	6.23	7.5e-22	7
GO:0006403	RNA localization	179	59	14.68	9.8e-22	7
GO:0006996	organelle organization	2233	295	183.08	2.6e-21	7
GO:1902582	single-organism intracellular transport	494	105	40.5	7.8e-21	7
GO:0006353	DNA-templated transcription, termination	98	42	8.04	9.2e-21	7
GO:2000060	positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	81	38	6.64	1.3e-20	7
GO:0051649	establishment of localization in cell	1353	204	110.93	2.3e-20	7
GO:0043933	macromolecular complex subunit organization	1752	245	143.65	2.5e-20	7
GO:0051443	positive regulation of ubiquitin-protein transferase activity	91	40	7.46	2.5e-20	7
GO:0044271	cellular nitrogen compound biosynthetic process	3308	389	271.22	4.9e-20	7
GO:0016073	snRNA metabolic process	80	37	6.56	8.0e-20	7
GO:0071166	ribonucleoprotein complex localization	118	45	9.67	1.1e-19	7
GO:0006283	transcription-coupled nucleotide-excision repair	73	35	5.99	1.9e-19	7
GO:0034622	cellular macromolecular complex assembly	725	131	59.44	2.6e-19	7
GO:0051641	cellular localization	1676	234	137.42	3.6e-19	7
GO:0006259	DNA metabolic process	729	131	59.77	4.2e-19	7
GO:2000058	regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	88	38	7.22	4.9e-19	7
GO:0051438	regulation of ubiquitin-protein transferase activity	103	41	8.44	7.3e-19	7
GO:0007067	mitotic nuclear division	363	83	29.76	1.3e-18	7
GO:0071426	ribonucleoprotein complex export from nucleus	115	43	9.43	1.7e-18	7
GO:0010608	posttranscriptional regulation of gene expression	381	85	31.24	2.5e-18	7
GO:0042273	ribosomal large subunit biogenesis	62	31	5.08	4.7e-18	7
GO:0007346	regulation of mitotic cell cycle	388	85	31.81	8.3e-18	7
GO:1901990	regulation of mitotic cell cycle phase transition	249	63	20.42	1.4e-16	7
GO:0031397	negative regulation of protein ubiquitination	117	41	9.59	1.6e-16	7
GO:0034613	cellular protein localization	1096	166	89.86	1.7e-16	7
GO:0070727	cellular macromolecule localization	1106	167	90.68	1.8e-16	7
GO:1901987	regulation of cell cycle phase transition	266	65	21.81	2.8e-16	7
GO:0006289	nucleotide-excision repair	103	38	8.44	2.9e-16	7
GO:0006913	nucleocytoplasmic transport	345	76	28.29	3.8e-16	7
GO:0051169	nuclear transport	353	77	28.94	4.3e-16	7
GO:0009301	snRNA transcription	66	30	5.41	4.8e-16	7
GO:0042795	snRNA transcription from RNA polymerase II promoter	66	30	5.41	4.8e-16	7
GO:0031123	RNA 3'-end processing	100	37	8.2	6.5e-16	7
GO:0065003	macromolecular complex assembly	1200	175	98.39	9.3e-16	7
GO:0051168	nuclear export	163	48	13.36	1.1e-15	7
GO:1903321	negative regulation of protein modification by small protein conjugation or removal	123	41	10.08	1.2e-15	7
GO:0006521	regulation of cellular amino acid metabolic process	47	25	3.85	1.2e-15	7
GO:0000280	nuclear division	436	86	35.75	4.4e-15	7
GO:0010564	regulation of cell cycle process	461	89	37.8	5.4e-15	7
GO:0051236	establishment of RNA localization	151	45	12.38	5.5e-15	7
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	134	42	10.99	6.4e-15	7
GO:0098781	ncRNA transcription	96	35	7.87	6.8e-15	7
GO:0006414	translational elongation	129	41	10.58	7.9e-15	7
GO:0006418	tRNA aminoacylation for protein translation	46	24	3.77	8.3e-15	7
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	50	25	4.1	8.4e-15	7
GO:0006415	translational termination	102	36	8.36	9.1e-15	7
GO:0006281	DNA repair	403	81	33.04	9.9e-15	7
GO:0050657	nucleic acid transport	148	44	12.13	1.2e-14	7
GO:0050658	RNA transport	148	44	12.13	1.2e-14	7
GO:0043487	regulation of RNA stability	131	41	10.74	1.4e-14	7
GO:0044249	cellular biosynthetic process	3974	426	325.83	1.6e-14	7
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	156	45	12.79	2.1e-14	7
GO:0051028	mRNA transport	128	40	10.49	3.2e-14	7
GO:0006406	mRNA export from nucleus	101	35	8.28	4.1e-14	7
GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	101	35	8.28	4.1e-14	7
GO:0090150	establishment of protein localization to membrane	265	61	21.73	4.7e-14	7
GO:0031398	positive regulation of protein ubiquitination	141	42	11.56	4.7e-14	7
GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	53	25	4.35	4.7e-14	7
GO:0043038	amino acid activation	49	24	4.02	5.3e-14	7
GO:0043039	tRNA aminoacylation	49	24	4.02	5.3e-14	7
GO:0043488	regulation of mRNA stability	124	39	10.17	5.3e-14	7
GO:0006405	RNA export from nucleus	113	37	9.26	5.8e-14	7
GO:1903364	positive regulation of cellular protein catabolic process	142	42	11.64	6.1e-14	7
GO:0051726	regulation of cell cycle	726	118	59.52	7.2e-14	7
GO:0033238	regulation of cellular amine metabolic process	54	25	4.43	8.1e-14	7
GO:0000819	sister chromatid segregation	194	50	15.91	9.8e-14	7
GO:0044248	cellular catabolic process	1030	151	84.45	1.0e-13	7
GO:1901576	organic substance biosynthetic process	4024	427	329.93	1.0e-13	7
GO:0001736	establishment of planar polarity	83	31	6.81	1.1e-13	7
GO:0007164	establishment of tissue polarity	83	31	6.81	1.1e-13	7
GO:0048285	organelle fission	462	86	37.88	1.4e-13	7
GO:0009058	biosynthetic process	4070	430	333.7	1.6e-13	7
GO:0006520	cellular amino acid metabolic process	203	51	16.64	1.6e-13	7
GO:0060071	Wnt signaling pathway, planar cell polarity pathway	80	30	6.56	2.5e-13	7
GO:0090175	regulation of establishment of planar polarity	80	30	6.56	2.5e-13	7
GO:0038061	NIK/NF-kappaB signaling	86	31	7.05	3.5e-13	7
GO:0033036	macromolecule localization	1813	228	148.65	3.8e-13	7
GO:1901575	organic substance catabolic process	1190	166	97.57	3.8e-13	7
GO:0006261	DNA-dependent DNA replication	123	37	10.08	1.1e-12	7
GO:0007059	chromosome segregation	269	59	22.06	1.1e-12	7
GO:0001738	morphogenesis of a polarized epithelium	90	31	7.38	1.4e-12	7
GO:0044267	cellular protein metabolic process	3074	341	252.04	1.6e-12	7
GO:0000245	spliceosomal complex assembly	47	22	3.85	1.9e-12	7
GO:0006369	termination of RNA polymerase II transcription	61	25	5	2.4e-12	7
GO:0015931	nucleobase-containing compound transport	170	44	13.94	2.7e-12	7
GO:0006354	DNA-templated transcription, elongation	115	35	9.43	3.2e-12	7
GO:0009056	catabolic process	1226	166	100.52	5.2e-12	7
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	68	26	5.58	6.0e-12	7
GO:0070125	mitochondrial translational elongation	89	30	7.3	6.2e-12	7
GO:0098813	nuclear chromosome segregation	229	52	18.78	6.5e-12	7
GO:0051301	cell division	428	78	35.09	6.7e-12	7
GO:0032543	mitochondrial translation	124	36	10.17	7.2e-12	7
GO:0006974	cellular response to DNA damage stimulus	606	99	49.69	7.4e-12	7
GO:0031124	mRNA 3'-end processing	79	28	6.48	7.9e-12	7
GO:0000387	spliceosomal snRNP assembly	37	19	3.03	7.9e-12	7
GO:0070126	mitochondrial translational termination	90	30	7.38	8.6e-12	7
GO:0045732	positive regulation of protein catabolic process	183	45	15	1.0e-11	7
GO:0006260	DNA replication	247	54	20.25	1.2e-11	7
GO:0042255	ribosome assembly	51	22	4.18	1.5e-11	7
GO:1902580	single-organism cellular localization	732	112	60.02	2.0e-11	7
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	173	43	14.18	2.0e-11	7
GO:0002478	antigen processing and presentation of exogenous peptide antigen	116	34	9.51	2.1e-11	7
GO:0051225	spindle assembly	72	26	5.9	2.7e-11	7
GO:0019538	protein metabolic process	3286	354	269.42	2.8e-11	7
GO:0031331	positive regulation of cellular catabolic process	202	47	16.56	2.8e-11	7
GO:0051704	multi-organism process	1356	176	111.18	4.0e-11	7
GO:1903320	regulation of protein modification by small protein conjugation or removal	218	49	17.87	4.0e-11	7
GO:0031396	regulation of protein ubiquitination	197	46	16.15	4.1e-11	7
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	171	42	14.02	5.3e-11	7
GO:0015031	protein transport	1202	160	98.55	5.7e-11	7
GO:0019884	antigen processing and presentation of exogenous antigen	120	34	9.84	5.9e-11	7
GO:0002223	stimulatory C-type lectin receptor signaling pathway	86	28	7.05	8.1e-11	7
GO:0019985	translesion synthesis	33	17	2.71	9.6e-11	7
GO:0002220	innate immune response activating cell surface receptor signaling pathway	87	28	7.13	1.1e-10	7
GO:0007051	spindle organization	87	28	7.13	1.1e-10	7
GO:0048002	antigen processing and presentation of peptide antigen	123	34	10.08	1.2e-10	7
GO:0045184	establishment of protein localization	1309	169	107.33	1.7e-10	7
GO:0090263	positive regulation of canonical Wnt signaling pathway	96	29	7.87	2.9e-10	7
GO:0009896	positive regulation of catabolic process	239	50	19.6	3.8e-10	7
GO:0006399	tRNA metabolic process	155	38	12.71	4.7e-10	7
GO:0045862	positive regulation of proteolysis	263	53	21.56	4.7e-10	7
GO:0044106	cellular amine metabolic process	75	25	6.15	4.8e-10	7
GO:0006270	DNA replication initiation	36	17	2.95	5.6e-10	7
GO:0009452	7-methylguanosine RNA capping	36	17	2.95	5.6e-10	7
GO:0036260	RNA capping	36	17	2.95	5.6e-10	7
GO:0034654	nucleobase-containing compound biosynthetic process	2874	312	235.64	6.0e-10	7
GO:0006370	7-methylguanosine mRNA capping	32	16	2.62	6.2e-10	7
GO:1903362	regulation of cellular protein catabolic process	185	42	15.17	7.4e-10	7
GO:0042176	regulation of protein catabolic process	260	52	21.32	9.2e-10	7
GO:0035567	non-canonical Wnt signaling pathway	107	30	8.77	1.1e-09	7
GO:0072657	protein localization to membrane	342	62	28.04	1.4e-09	7
GO:0006383	transcription from RNA polymerase III promoter	47	19	3.85	1.4e-09	7
GO:0018130	heterocycle biosynthetic process	2912	313	238.76	1.9e-09	7
GO:0006301	postreplication repair	43	18	3.53	2.0e-09	7
GO:0022607	cellular component assembly	1717	204	140.78	2.3e-09	7
GO:0006368	transcription elongation from RNA polymerase II promoter	86	26	7.05	2.4e-09	7
GO:0000723	telomere maintenance	117	31	9.59	2.6e-09	7
GO:0033209	tumor necrosis factor-mediated signaling pathway	111	30	9.1	2.8e-09	7
