,std,mean,median,max,min
RSPH10B2 (728194),1502.789354096114,6433.9872,6763.0,9218.0,1545.0
RSPH3 (83861),1354.8212446344428,1432.0752,1042.0,9486.0,2.0
RSPH6A (81492),1889.1819299599442,4410.336,4444.0,9299.0,5.0
RSPH9 (221421),2009.743836282854,4686.3952,4804.0,9065.0,4.0
RSPRY1 (89970),1820.6311219520862,2876.1152,2536.0,8626.0,36.0
RSRC1 (51319),1838.56450525947,4516.848,4627.0,8402.0,291.0
RSRC2 (65117),629.1577543277753,8818.6736,8923.0,9882.0,3443.0
RSRP1 (57035),1718.6515350361317,1889.5296,1369.0,8798.0,1.0
RSU1 (6251),1969.4988353437818,6301.6544,6720.0,9559.0,405.0
RTBDN (83546),1906.1442271594597,4573.4032,4651.0,8972.0,110.0
RTCB (51493),397.0092621021225,9626.3072,9674.0,10441.0,7289.0
RTEL1 (51750),1168.4849015910106,8216.9232,8551.0,10127.0,2267.0
RTF1 (23168),592.3037781755453,8892.872,8995.0,10318.0,2978.0
RTF2 (51507),506.38256189342025,9228.1808,9292.0,10171.0,6258.0
RTKN (6242),1758.3297060023344,6377.7424,6858.0,9148.0,698.0
RTKN2 (219790),1757.8710740216563,3812.9184,3695.0,8482.0,76.0
RTL1 (388015),1842.7558150588845,3670.2736,3540.0,8967.0,32.0
RTL3 (203430),1944.8566878818883,3727.9364261168384,6108.0,,
RTL5 (340526),1570.2234610580365,5789.18556701031,,,
RTL8A (26071),1387.3945018834288,1754.8883161512028,4385.0,,
RTL8C (8933),1848.467377927881,2876.1941580756015,7004.0,,
RTN2 (6253),1743.8286624286493,5793.5184,6032.0,9052.0,740.0
RTN3 (10313),1795.9578679556473,6122.5824,6507.0,9310.0,296.0
RTN4IP1 (84816),2347.347217898187,3821.9872,3558.0,9284.0,89.0
RTN4RL2 (349667),1758.5523368151282,5475.8704,5766.0,8812.0,532.0
RTP3 (83597),1814.7868188966509,4049.5328,3994.0,8709.0,22.0
RTRAF (51637),521.4160413867074,9000.8976,9064.0,10195.0,5430.0
RTTN (25914),608.5209829852487,9155.0112,9265.0,10479.0,5848.0
RUBCNL (80183),1691.5074416838359,2919.6192,2680.0,8849.0,58.0
RUNDC1 (146923),1678.8054113779224,3307.1952,3190.0,8646.0,16.0
RUNX1 (861),2406.251455567192,1997.3192,980.0,10383.0,1.0
RUNX1T1 (862),1802.1440994520233,3761.3184,3675.0,9853.0,123.0
RUNX2 (860),2155.6281925723692,4669.2616,4773.0,9790.0,3.5
RUNX3 (864),1936.55729984278,4036.7216,3945.0,8891.0,106.0
RUSC1 (23623),1749.149495417115,5892.4624,6144.0,9460.0,581.0
RUVBL1 (8607),117.35203763539639,10442.608,10485.0,10561.0,9600.0
RUVBL2 (10856),172.85269312855635,10288.5128,10325.0,10555.0,9410.0
RWDD2A (112611),1344.499418193655,1730.3376,1361.0,8547.0,12.0
RWDD3 (25950),1671.9442575482947,2934.9072,2623.0,9017.0,33.0
RXFP3 (51289),1566.2114194761305,1878.3456,1425.0,9025.0,7.0
RXRA (6256),2047.6577166293673,5896.5856,6160.0,10051.0,46.0
RXRB (6257),1780.724023666087,2370.304,2019.0,8613.0,10.0
RXRG (6258),1648.4784436268992,5035.528,5130.0,9089.0,265.0
RXYLT1 (10329),1573.2919189622105,2467.8528,2198.0,8402.0,145.0
RYR1 (6261),1564.9104649164847,6075.504,6283.0,9184.0,609.0
RYR2 (6262),1845.2742148220625,3934.2912,3830.0,9345.0,291.0
S100A1 (6271),1925.715359584189,4048.7744,3949.0,8758.0,43.0
S100A11 (6282),1513.2141012309205,6778.9776,7056.0,9371.0,75.0
S100A12 (6283),1769.8197936687052,4559.9776,4627.0,8620.0,228.0
S100A13 (6284),1998.0784398080173,3654.4736,3478.0,8676.0,4.0
S100A16 (140576),1835.3445389074595,3176.2864,2871.0,8445.0,7.0
S100A2 (6273),1743.244449651576,5468.4736,5763.0,8860.0,14.0
S100A4 (6275),1708.6206015049625,4152.8192,4215.0,8537.0,9.0
S100A5 (6276),1793.1342630569295,4841.5472,5082.0,8556.0,22.0
S100A6 (6277),1840.8575888427656,3802.8272,3737.0,8618.0,6.0
S100A7A (338324),1743.0752916524377,3723.1216,3612.0,9069.0,35.0
S100A9 (6280),1827.813824886483,3266.9456,3008.0,8772.0,7.0
S1PR1 (1901),1708.5758980387657,3318.08,3049.0,9002.0,95.0
S1PR3 (1903),1428.8715938791954,1873.216,1516.0,9555.0,41.0
S1PR4 (8698),1709.2407332617095,5055.6624,5170.0,9310.0,230.0
SAA1 (6288),1669.156570459372,5987.7952,6266.0,9272.0,555.0
SAA2 (6289),1926.2908747216497,5894.8816,6339.0,9131.0,355.0
SAAL1 (113174),1822.0601173171945,4099.7328,4140.0,9025.0,206.0
SAC3D1 (29901),1852.9185054214697,2969.4448,2799.0,8869.0,38.0
SACM1L (22908),319.78569585238625,9679.9632,9711.0,10309.0,7392.0
SACS (26278),2126.560832276932,2919.3952,2396.0,9290.0,29.0
SAE1 (10055),196.29447906208776,10234.4024,10269.0,10544.0,9248.0
SAFB (6294),2384.5707245432495,4904.9328,5151.0,9515.0,136.0
SAFB2 (9667),1988.4550839823826,4608.1232,4614.0,9210.0,256.0
SAGE1 (55511),1927.086406351797,3044.3178694158078,,,
SALL1 (6299),1562.3523789252326,1326.1296,800.0,9341.0,5.0
SALL4 (57167),1889.8601884090085,4064.0912,4054.0,9901.0,112.0
SAMD11 (148398),1918.8601866973809,3852.4688,3754.0,8540.0,117.0
SAMD12 (401474),1928.4032731863679,4469.0816,4598.0,9336.0,32.0
SAMD14 (201191),1920.5765026278318,4942.9424,5198.0,8763.0,159.0
SAMD15 (161394),1858.1630619195,4235.6512,4175.0,9108.0,130.0
SAMD4A (23034),1371.360269423701,7197.4528,7567.0,9338.0,1026.0
SAMD4B (55095),1904.0372879684785,6965.904,7440.0,10103.0,562.0
SAMD5 (389432),1566.2861832847527,1802.448,1322.0,9519.0,27.0
SAMD8 (142891),1786.6049404430137,5318.9024,5621.0,8715.0,293.0
SAMHD1 (25939),1884.0685437310724,5632.3552,5879.0,10057.0,173.0
SAMM50 (25813),983.2440040042229,8290.232,8515.0,10195.0,1608.0
SAP130 (79595),1358.574599327715,8112.0192,8522.0,9911.0,48.0
SAP18 (10284),270.211631335467,10019.8904,10065.0,10526.0,8789.0
SAP25 (100316904),1744.4727965219545,2546.4256,2279.0,8744.0,36.0
SAP30 (8819),1596.607784450906,1330.2816,666.0,8705.0,2.0
SAP30BP (29115),197.10785610863812,10214.2944,10255.0,10541.5,8958.0
SAP30L (79685),1683.8084614943589,1742.736,1188.0,8732.0,1.0
SAPCD1 (401251),1863.2514023182769,3101.1504,2854.0,8437.0,88.0
SAPCD2 (89958),1919.3923464271386,3352.4304,3135.0,8721.0,33.0
SAR1A (56681),1885.5544801477172,1257.2848,450.0,9073.0,7.0
SAR1B (51128),1486.1879595763598,2253.1904,1969.0,8666.0,45.0
SARDH (1757),1911.871369631175,4140.4352,4091.0,8603.0,117.0
SARNP (84324),862.1375644500694,8615.1904,8799.0,10198.0,1608.0
SARS (6301),92.04520564402733,10490.6176,10525.0,10559.5,9967.0
SARS2 (54938),591.8670588647681,9108.1744,9187.0,10242.0,4673.0
SART1 (9092),354.0619726682655,9619.7352,9662.0,10489.0,8311.0
SART3 (9733),294.2440646156494,9740.2824,9756.0,10459.5,8448.0
SASS6 (163786),397.1642934928076,9664.244,9737.0,10476.0,7562.0
SATB1 (6304),2194.2411803254213,4101.144,4063.0,9656.0,55.0
SATB2 (23314),2173.956008980709,3952.3952,3911.0,10534.5,34.0
SAXO1 (158297),1646.452677546488,5243.8848,5366.0,9208.0,428.0
SAYSD1 (55776),1715.8808774519075,5514.8928,5693.0,9069.0,538.0
SBDS (51119),227.36731767092604,10302.6584,10377.0,10547.0,9258.0
SBK1 (388228),1809.1815853895982,5969.7488,6268.0,9436.0,855.0
SBK2 (646643),1997.6393785807313,4569.4016,4713.0,8876.0,30.0
SBNO1 (55206),241.47821467805863,10065.7936,10099.0,10526.0,8747.0
SBNO2 (22904),2152.2652202725553,2870.0416,2412.0,9864.0,4.0
SBSN (374897),2087.8458354915692,3956.1536,3848.0,8982.0,37.0
SC5D (6309),1349.8125640763835,1325.5616,925.0,9254.0,42.0
SCAF1 (58506),2403.3468785168993,4472.4208,4701.0,9563.0,11.0
SCAF11 (9169),1865.4494839829642,5757.1056,6047.0,9074.0,312.0
SCAF4 (57466),1905.2024595288742,7019.192,7620.0,9631.0,279.0
SCAF8 (22828),2863.097996422398,4755.7488,5016.0,9585.0,2.0
SCAI (286205),1584.305441766283,1827.3168,1325.0,8545.0,6.0
SCAMP4 (113178),1711.0146561781432,3218.6288,3031.0,9025.0,103.0
SCAND1 (51282),1736.8937724880277,6278.0256,6645.0,9535.0,550.0
SCAP (22937),1473.0703722976123,9345.3376,9908.0,10551.5,442.0
SCAPER (49855),1822.495104642576,2121.3696,1517.0,9249.0,12.0
SCARB1 (949),1763.271976211358,5876.9552,6201.0,9218.0,41.0
SCARF1 (8578),1634.8047453269733,1926.3136,1458.0,8803.0,10.0
SCARF2 (91179),2028.1248863142475,4616.4,4730.0,9927.0,228.0
SCD (6319),1580.71374044473,8313.784,8813.0,10445.0,952.0
SCD5 (79966),1842.6478233266,4006.9152,4101.0,8569.0,88.0
SCFD1 (23256),307.7556074433421,9863.6712,9900.0,10514.0,8591.0
SCFD2 (152579),1984.330246012751,3271.8544,3015.0,9775.0,65.0
SCG2 (7857),1781.1140138746068,3321.1104,3157.0,8901.0,85.0
SCG5 (6447),2003.1326163607355,4752.0576,4915.0,8874.0,31.0
SCGB1C1 (147199),1296.45501231786,7636.4368,7994.0,9998.0,1246.0
SCGB1D1 (10648),1378.4582859921852,6794.4688,7054.0,9239.0,36.0
SCGB2A1 (4246),1566.0999355331458,6294.056,6601.0,8898.0,746.0
SCGB2A2 (4250),1839.296914663945,4281.7904,4194.0,8651.0,44.0
SCLY (51540),1849.6385073957088,3443.2928,3303.0,9459.0,162.0
SCML2 (10389),1757.72994029306,4385.494845360825,,,
SCN1B (6324),2034.87856582559,4473.9472,4666.0,9139.0,53.0
SCN2A (6326),1781.9207696306325,4237.7024,4237.0,8986.0,403.0
SCN3B (55800),1860.2857281184054,4087.2656,3924.0,8820.0,97.0
SCN5A (6331),1705.8850825545228,4135.3776,4074.0,8684.0,405.0
SCN8A (6334),1759.4003446789507,4632.0496,4735.0,8733.0,323.0
SCN9A (6335),1612.4253753004573,1985.9792,1564.0,8602.0,12.0
SCNM1 (79005),1183.5588858466936,7735.8944,7994.0,9716.0,128.0
SCNN1D (6339),1830.5256953028827,5259.2176,5457.0,8758.0,93.0
SCO1 (6341),1655.6032532089012,7184.3744,7590.0,9895.0,690.0
SCO2 (9997),2462.4197701708385,5102.8848,5374.0,9679.0,33.0
SCP2 (6342),1302.4624861579384,1157.7672,690.0,8659.0,9.5
SCPEP1 (59342),1217.8423332755142,7145.56,7406.0,9065.0,1022.0
SCRIB (23513),2016.2739038759794,3380.4912,3190.0,8960.0,16.0
SCRN2 (90507),1480.1253932379147,7166.3728,7588.0,9341.0,65.0
SCRN3 (79634),1647.898206133949,3897.9264,3925.0,9089.0,369.0
SCRT1 (83482),1581.6500282089378,7107.6112,7603.0,10093.0,32.0
SCTR (6344),1819.5841092473966,5620.0656,5941.0,9244.0,222.0
SCYL1 (57410),1590.5061072436934,7216.952,7465.0,10228.0,1444.0
SDAD1 (55153),596.7826634503317,8943.8064,9045.0,9916.0,397.0
SDC1 (6382),682.3614517661517,8656.4864,8783.0,9971.0,2301.0
SDC3 (9672),1921.6556865450088,4395.6688,4327.0,9053.0,64.0
SDC4 (6385),1783.7129926256462,3972.9984,3893.0,8723.0,71.0
SDCBP (6386),1989.3662370379834,3364.5312,3188.0,8815.0,6.0
SDE2 (163859),182.03681280979603,10270.968,10315.0,10535.0,8800.0
SDF2 (6388),1859.7846454568128,4041.0448,4000.0,8936.0,120.0
SDF2L1 (23753),1382.760931664784,7375.7904,7733.0,9767.0,647.0
SDF4 (51150),1841.1802066525781,4660.2704,4813.0,8674.0,325.0
SDHA (6389),1433.7628620718317,8197.0752,8640.0,10068.0,1227.0
SDHAF1 (644096),1416.616266451278,7548.1728,7906.0,9776.0,949.0
SDHAF2 (54949),558.7027011495425,8751.3488,8846.0,9847.0,5901.0
SDHAF4 (135154),1983.070870306054,2631.9568,2060.0,9228.0,27.0
SDHB (6390),2085.657850087298,7982.8912,8689.0,10470.0,66.0
SDHC (6391),719.4914278208547,8967.3328,9062.0,10247.0,1768.0
SDHD (6392),391.23198297501716,9481.4008,9532.0,10515.5,6627.0
SDSL (113675),1798.5878644833192,3519.3344,3423.0,8438.0,94.0
SEBOX (645832),1523.88717004094,6489.6672,6827.0,9049.0,1099.0
SEC11A (23478),1738.2040195897457,2138.168,1594.0,8682.0,42.0
SEC13 (6396),190.01500322680326,10193.6152,10220.0,10528.5,8854.0
SEC14L1 (6397),1853.8703256244137,2117.608,1625.0,9034.0,12.0
SEC14L3 (266629),1865.6215881686794,3930.1744,3892.0,8844.0,91.0
SEC14L6 (730005),1930.74527205137,3491.5504,3336.0,8900.0,106.0
SEC16A (9919),737.2253666942258,8981.8192,9108.0,10240.0,1896.0
SEC22A (26984),1691.163128684076,5248.888,5485.0,8880.0,231.0
SEC23A (10484),1726.524661519753,2261.4752,1824.0,9661.0,12.0
SEC23B (10483),2317.996422587448,3058.856,2483.0,10096.0,14.0
SEC23IP (11196),2199.9106422959953,5196.1856,5357.0,9605.0,328.0
SEC24A (10802),1712.3724865077452,6045.9344,6370.0,9071.0,390.0
SEC24C (9632),1950.2343912226786,2189.5488,1556.0,9456.0,8.0
SEC31A (22872),2143.905180011945,2023.6944,1149.0,9401.0,9.0
SEC61A1 (29927),187.35806017917287,10155.0368,10187.0,10504.5,9363.0
SEC61B (10952),911.29198298139,8617.3648,8828.0,10087.0,3474.0
SEC61G (23480),351.4236840449037,9457.6512,9477.0,10283.0,7672.0
SEC62 (7095),1108.0272150226137,8206.792,8489.0,9848.0,2524.0
SEC63 (11231),636.1392065320133,8888.7264,9002.0,10123.0,3867.0
SECISBP2 (79048),2339.4212977889892,4653.0864,4804.0,9369.0,109.0
SECISBP2L (9728),1781.0498962157844,5731.3168,6016.0,9193.0,412.0
SEH1L (81929),357.3368814309114,9852.3696,9925.0,10509.0,6925.0
SEL1L (6400),1775.9766428326639,1566.4032,876.0,8603.0,5.0
SELENBP1 (8991),1743.9663966372748,5566.2896,5704.0,9037.0,118.0
SELENOH (280636),2065.1491007971017,3644.2416,3502.0,9455.0,18.0
SELENOI (85465),2463.288365451603,4085.3136,3953.0,9405.0,6.0
SELENOK (58515),1711.2829778238734,5792.7184,6107.0,9362.0,586.0
SELENOO (83642),1836.9323605653824,3666.9344,3518.0,8879.0,296.0
SELENOV (348303),1739.2397595545544,2680.1584,2348.0,8951.0,77.0
SELENOW (6415),1623.7997144194594,6690.7056,7172.0,9360.0,374.0
SEM1 (7979),354.2385354531604,9528.952,9556.0,10456.0,7511.0
SEMA3C (10512),1593.9867594872026,2331.7984,2052.0,8255.0,17.0
SEMA3F (6405),1525.3945963585948,6811.4544,7106.0,9187.0,244.0
SEMA3G (56920),1798.7431942345545,5194.6064,5433.0,8677.0,421.0
SEMA4B (10509),1717.6106450800507,2271.0208,1807.0,9159.0,47.0
SEMA4C (54910),1772.2340631328034,5375.9152,5537.0,9337.0,287.0
SEMA4F (10505),1646.2584630283022,3147.0848,3035.0,8451.0,73.0
SEMA4G (57715),1707.2945415331,4480.0624,4467.0,8696.0,269.0
SEMA5B (54437),1718.4802322326432,5640.7456,5849.0,9327.0,467.0
SEMA6A (57556),1221.427337988067,1489.9984,1150.0,8496.0,53.0
SEMA6B (10501),1335.0765331793357,6735.7536,7004.0,9140.0,1347.0
SEMA6D (80031),1363.817334198953,1658.0096,1247.0,9257.0,2.0
SEMA7A (8482),1608.8390812393504,3079.3728,2876.0,8515.0,75.0
SENP1 (29843),1799.4606297058956,6047.4848,6358.0,9056.0,176.0
SENP2 (59343),2049.649984324403,4641.1904,4627.0,9426.0,17.0
SENP6 (26054),317.5297897835729,9845.1472,9874.0,10487.0,8674.0
SENP7 (57337),1619.152158078498,2476.4144,2113.0,8819.0,151.0
SENP8 (123228),2046.3103588416307,4618.3536,4783.0,9460.0,45.0
SEPHS1 (22929),1614.7639743667867,7630.7328,8152.0,9797.0,51.0
SEPHS2 (22928),1048.1976624296951,9153.8496,9261.0,10555.0,2686.0
SEPSECS (51091),1429.9353287097665,8619.3184,9004.0,10447.0,258.0
SEPT11 (55752),1810.6430243863572,4188.4272,4183.0,9529.0,249.0
SEPT14 (346288),1819.200354223011,5160.1936,5350.0,8961.0,6.0
SEPT2 (4735),2302.867269277084,4761.3104,4733.0,9673.0,44.0
SEPT5 (5413),1985.2089994125854,4251.5888,4222.0,8773.0,52.0
SEPT8 (23176),1577.9791891595128,2543.9376,2305.0,8481.0,30.0
SEPT9 (10801),1828.7784245886721,5741.2064,5977.0,9016.0,573.0
SERBP1 (26135),1290.352477436162,8372.56,8762.0,10268.0,89.0
SERF2 (10169),1508.1326551443744,7442.984,7888.0,10008.0,276.0
SERGEF (26297),1864.3551803292505,2450.4064,2008.0,8920.0,36.0
SERHL2 (253190),2132.9096412118256,4103.8976,4104.0,8562.0,72.0
SERINC3 (10955),1758.358376473016,5075.3744,5222.0,9091.0,126.0
SERINC4 (619189),1294.7350805790547,7275.6304,7660.0,9496.0,990.0
SERP1 (27230),1942.4025391515952,3638.336,3538.0,8730.0,21.0
SERPINA1 (5265),1610.0139912785914,2181.2416,1761.0,9000.0,30.0
SERPINA3 (12),1488.3407058197395,1803.8416,1350.0,8766.0,13.0
SERPINA4 (5267),1699.8956641436434,3414.216,3212.0,8899.0,131.0
SERPINA5 (5104),1961.9926083684177,4374.7504,4388.0,9039.0,159.0
SERPINA6 (866),1506.7327737874186,2148.1088,1812.0,8520.0,11.0
SERPINB6 (5269),2057.293386984026,2394.12,1770.0,9244.0,15.0
SERPIND1 (3053),1965.2412500211306,3941.8192,3810.0,9762.0,77.0
SERPINE1 (5054),1592.7944656821521,2231.0896,1878.0,8702.0,26.0
SERPINF1 (5176),1950.3433416104208,3807.5296,3798.0,8904.0,135.0
SESN2 (83667),1390.9124620614875,1317.1888,852.0,8443.0,1.0
SET (6418),1165.5350950067132,7969.24,8302.0,9628.0,1698.0
SETBP1 (26040),1584.2763345031278,2006.0272,1603.0,8844.0,68.0
SETD1A (9739),544.2400511228054,9517.2448,9600.0,10346.0,3371.0
SETD1B (23067),2316.297132803971,6401.904,7135.0,9515.0,25.0
SETD2 (29072),1293.9234727995079,8329.608,8686.0,10317.0,472.0
SETD3 (84193),1798.724053489028,3884.0464,3758.0,8743.0,100.0
SETD5 (55209),1814.6063259575417,7276.728,7816.0,10064.0,340.0
SETD6 (79918),1703.481717170259,2658.5872,2427.0,8730.0,31.0
SETD9 (133383),1908.976011323939,4426.2192,4316.0,8714.0,107.0
SETDB1 (9869),1296.3386722869402,8524.0816,8841.0,10478.0,521.0
SETDB2 (83852),1747.1607633382562,2476.968,2037.0,9663.0,78.0
SETX (23064),1400.3593099483342,7089.0704,7453.0,9352.0,564.0
SEZ6 (124925),2009.2541773899525,4974.96,5082.0,8955.0,421.0
SF1 (7536),153.99437609194928,10332.3992,10362.0,10547.0,9107.0
SF3A1 (10291),102.08040686333796,10454.5824,10491.0,10557.0,10012.0
SF3A2 (8175),171.90731131436306,10276.8384,10308.0,10544.0,9223.0
SF3A3 (10946),260.60142329687875,9989.0184,10003.0,10542.5,8923.0
SF3B1 (23451),235.61009546684843,10066.2512,10096.0,10509.0,8854.0
SF3B2 (10992),275.41897549286335,9899.5576,9913.0,10459.5,8644.0
SF3B3 (23450),173.67544937435636,10282.2344,10320.0,10538.5,9257.0
SF3B4 (10262),136.27053485810063,10383.4656,10428.0,10551.5,9742.0
SF3B5 (83443),158.99087651215262,10323.412,10360.0,10545.5,9573.0
SF3B6 (51639),461.84069882623777,9167.8912,9214.0,10289.0,5887.0
SFN (2810),1691.076597475172,4565.3888,4643.0,8759.0,127.0
SFPQ (6421),243.35852666385043,10271.664,10328.0,10556.5,7223.0
SFR1 (119392),1869.5933292893073,6459.568,6964.0,9484.0,284.0
SFRP1 (6422),1862.6560136026878,2832.1824,2521.0,8507.0,20.0
SFRP2 (6423),1824.9651758925465,3995.6192,3950.0,8920.0,188.0
SFSWAP (6433),495.7830911567307,9125.7008,9173.0,10090.0,5448.0
SFT2D2 (375035),1925.1341141653163,3876.6336,3796.0,8755.0,1.0
SFTA2 (389376),1876.4555900830283,3638.8608,3441.0,8552.0,154.0
SFTA3 (253970),1704.7602820082418,2979.1424,2637.0,8760.0,65.0
SFTPB (6439),1627.650964808188,6317.1504,6709.0,9264.0,205.0
SFXN1 (94081),1743.3928327538335,5875.8688,6121.0,9504.0,327.0
SFXN4 (119559),1519.6359208148408,5396.2496,5660.0,9100.0,213.0
SFXN5 (94097),1676.961838778077,4073.264,4050.0,8562.0,181.0
SGCA (6442),1898.0157607853903,5697.4256,6055.0,9106.0,151.0
SGCB (6443),1532.061508057622,1884.7056,1432.0,9481.0,22.0
SGCE (8910),1380.2188615466862,7478.72,7881.0,9770.0,189.0
SGF29 (112869),1515.7157870416142,8818.2104,9247.0,10485.5,3.0
SGK1 (6446),1866.4913024902621,3010.6272,2739.0,9679.0,52.0
SGMS1 (259230),1564.8997972345114,1901.696,1487.0,8569.0,18.0
SGO1 (151648),568.9562679016864,9515.0848,9610.0,10415.0,2734.0
SGO2 (151246),2305.5309740530374,4707.4576,4748.0,9571.0,60.0
SGPL1 (8879),1571.598335221756,6374.4928,6677.0,9270.0,849.0
SGPP1 (81537),932.5517288958649,8195.9392,8387.0,10100.0,572.0
SGSM1 (129049),2013.6439438567013,4088.3488,3972.0,8572.0,53.0
SGTA (6449),1749.9801801265914,4545.5312,4573.0,8972.0,418.0
SH2B1 (25970),2046.5792786638904,4515.1376,4570.0,8972.0,126.0
SH2D2A (9047),1622.7162730892662,1638.104,1108.0,8772.0,4.0
SH2D3C (10044),1690.6794606660214,2370.488,1950.0,8886.0,20.0
SH3BGRL (6451),1316.5397563937952,1427.4570446735395,,,
SH3BGRL3 (83442),1646.716570115303,5958.8144,6212.0,9065.0,201.0
SH3BP1 (23616),1654.5088695316729,6034.84,6327.0,9246.0,485.0
SH3BP5L (80851),1991.0776813111497,3659.0912,3412.0,8805.0,8.0
SH3D21 (79729),1751.300802512821,4964.7456,5082.0,8877.0,268.0
SH3GL1 (6455),1819.1404535038955,6306.4336,6591.0,10273.0,119.0
SH3GL3 (6457),1562.6425815446123,5872.2128,6121.0,9142.0,295.0
SH3GLB2 (56904),1806.8612200081197,4264.3504,4284.0,9260.0,240.0
SH3PXD2A (9644),1567.7381962363681,6743.3408,7124.0,9328.0,295.0
SH3RF2 (153769),1628.0601498338208,6937.4112,7418.0,9412.0,191.0
SH3YL1 (26751),1795.930144125736,3701.7792,3514.0,8750.0,249.0
SHARPIN (81858),1916.2162757826577,5272.0416,5554.0,9032.0,253.0
SHBG (6462),1903.223706554157,4232.3376,4255.0,9161.0,70.0
SHC1 (6464),1915.2718347695552,5877.9504,6266.0,9404.0,80.0
SHC4 (399694),1790.8179043737643,4162.7936,4215.0,9277.0,290.0
SHCBP1 (79801),2005.8157126255105,4019.3488,4056.0,8622.0,168.0
SHD (56961),1873.5127692488413,4085.296,4152.0,8753.0,157.0
SHE (126669),1601.3797688595982,6591.7824,6863.0,9480.0,267.0
SHISA5 (51246),1684.3854277542207,5658.12,5989.0,9298.0,220.0
SHISA7 (729956),1663.6455284782396,3338.4112,3198.0,8525.0,144.0
SHISAL2A (348378),1933.4273071586285,5115.1392,5348.0,8993.0,230.0
SHISAL2B (100132916),1770.3005810646816,4450.9424,4445.0,9012.0,211.0
SHKBP1 (92799),1788.2399488768208,3307.8592,3184.0,8613.0,62.0
SHLD1 (149840),1809.2882304248394,6740.6144,7317.0,9988.0,627.0
SHLD2 (54537),1968.779894018706,3374.1488,3194.0,8691.0,125.0
SHMT1 (6470),2058.2674375744973,4540.6928,4594.0,9037.0,13.0
SHMT2 (6472),1939.7566961163468,5670.656,6004.0,9657.0,126.0
SHOC2 (8036),2927.738877575435,4826.6176,4871.0,9977.0,8.0
SHOX2 (6474),1833.8730686550969,2853.7792,2590.0,8526.0,5.0
SHPK (23729),1814.0772277301842,3952.7072,3943.0,9687.0,47.0
SHPRH (257218),1722.505717604295,2806.456,2527.0,8486.0,30.0
SHQ1 (55164),340.44644077431246,9715.4416,9758.0,10382.0,6799.0
SHROOM2 (357),1608.9296599897202,1646.070446735395,,,
SIAH1 (6477),2497.074074728672,2591.8688,1719.0,10023.0,4.0
SIAH2 (6478),1371.2570990733193,1197.8928,740.0,10026.0,6.0
SIAH3 (283514),1649.6807299766856,3593.4064,3521.0,8922.0,271.0
SIGLEC1 (6614),2111.186105802455,4602.752,4663.0,8815.0,72.0
SIGLEC10 (89790),1811.6319864823963,4030.1936,3985.0,8937.0,172.0
SIGLEC11 (114132),2107.2397660872593,2970.0944,2569.0,9225.0,18.0
SIGLEC14 (100049587),802.654458214933,8068.4384,8231.0,9643.0,2032.0
SIGLEC6 (946),1849.500615934904,2981.9776,2739.0,8472.0,43.0
SIGLEC8 (27181),1768.7177681397711,3139.744,2950.0,8426.0,67.0
SIGLEC9 (27180),1862.3813220189704,3439.0608,3274.0,8440.0,63.0
SIGMAR1 (10280),1671.161457761545,6051.1936,6443.0,9281.0,939.0
SIK1B (102724428),1551.808470854372,1199.3536,601.0,9168.0,3.0
SIK3 (23387),1874.1372402446398,2011.8992,1452.0,9233.0,14.0
SIKE1 (80143),1869.4341344347342,4171.3952,4268.0,8503.0,5.0
SIM2 (6493),1681.0811100064484,2900.5264,2676.0,9477.0,54.0
SIMC1 (375484),1766.6523817153484,6224.8,6654.0,9168.0,141.0
SIN3A (25942),771.5251577067069,9117.256,9251.0,10146.0,863.0
SINHCAF (58516),962.3267362744932,8479.5552,8697.0,10198.0,1342.0
SIPA1 (6494),2011.8240544176156,5388.4896,5615.0,9275.0,159.0
SIPA1L3 (23094),1949.1884139605254,2694.9648,2285.0,9140.0,8.0
SIRPA (140885),1700.6272410722236,6121.912,6450.0,9318.0,375.0
SIRPB2 (284759),1838.211231898261,3239.624,2986.0,8494.0,35.0
SIRT1 (23411),2090.6128031948074,2209.0784,1556.0,9084.0,5.0
SIRT2 (22933),2011.0113551452357,3696.7824,3527.0,9391.0,87.0
SIRT4 (23409),1948.4093366036057,3634.6592,3513.0,8516.0,83.0
SIRT5 (23408),1737.6078780559358,2606.5184,2339.0,8855.0,68.0
SIRT6 (51548),1914.74653588995,2084.4096,1445.0,8464.0,3.0
SIRT7 (51547),2248.141130204674,4435.6896,4656.0,9051.0,32.0
SIVA1 (10572),1814.3950085175316,7049.7776,7555.0,9796.0,780.0
SIX1 (6495),2126.512972019976,3971.8048,3872.0,9182.0,21.0
SIX3 (6496),1568.2753649332153,2992.144,2802.0,8869.0,85.0
SIX4 (51804),1981.4287330015438,3483.9632,3332.0,9314.0,93.0
SIX5 (147912),1842.036014605188,2658.272,2251.0,8770.0,56.0
SKA1 (220134),1054.8132947369625,8481.5136,8765.0,10171.0,1982.0
SKA2 (348235),1963.1311195377236,4818.2416,4858.0,9003.0,136.0
SKA3 (221150),673.2928100093276,9190.3984,9320.0,10311.0,4389.0
SKAP1 (8631),1471.9216653086971,6798.9264,7188.0,9642.0,329.0
SKI (6497),2109.0921624256084,3503.4368,3142.0,9722.0,8.0
SKIV2L (6499),1757.0167890825485,5766.5088,5925.0,9834.0,1123.0
SKP1 (6500),572.2993275353693,9118.2752,9210.0,10078.0,3933.0
